Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,13.0,8.0,6.0,True
3,4.0,9.0,1.0,True
4,15.0,14.0,5.0,True
5,7.0,8.0,2.0,True
6,13.0,8.0,14.0,True
7,1.0,3.0,12.0,True
8,9.0,7.0,5.0,True
9,11.0,1.0,6.0,True
10,14.0,9.0,12.0,True
11,2.0,3.0,8.0,True
12,6.0,7.0,5.0,True
13,,,,False
