day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,70.46471066279673
2,10,5,50.0,48.137033074313756
3,10,5,50.0,40.55677926102374
4,10,2,20.0,44.5504692457923
5,11,4,36.36363636363637,130.1423907569751
6,11,6,54.54545454545454,72.28566305908079
7,11,9,81.81818181818183,154.8216033109244
8,11,6,54.54545454545454,35.00827336461258
9,11,3,27.27272727272727,38.66567182945099
10,11,4,36.36363636363637,25.633551794224154
11,11,3,27.27272727272727,41.71947695362432
12,11,3,27.27272727272727,51.582292388733
13,11,3,27.27272727272727,15.340845086877186
14,11,3,27.27272727272727,50.884024866227435
15,11,3,27.27272727272727,54.60384977598657
