day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,39.263997282016895
2,10,5,50.0,44.28018719533945
3,10,3,30.0,32.62882193894473
4,10,2,20.0,50.86753479703114
5,11,3,27.27272727272727,68.09709733611588
6,11,7,63.63636363636363,65.90819154160116
7,11,4,36.36363636363637,69.83248329644036
8,11,3,27.27272727272727,47.17835453014235
9,11,4,36.36363636363637,41.04462114239537
10,11,2,18.181818181818183,34.2175421390089
11,11,4,36.36363636363637,43.12775386603823
12,11,4,36.36363636363637,15.686031080054285
13,11,5,45.45454545454545,37.98155404183166
14,11,8,72.72727272727273,69.50506510955624
15,11,1,9.090909090909092,52.82869572311368
