Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,12.0,7.0,9.0,True
3,11.0,13.0,10.0,True
4,10.0,6.0,9.0,True
5,12.0,11.0,10.0,True
6,15.0,3.0,4.0,True
7,1.0,3.0,2.0,True
8,1.0,8.0,9.0,True
9,7.0,6.0,13.0,True
10,14.0,15.0,2.0,True
11,1.0,2.0,9.0,True
12,1.0,3.0,6.0,True
13,,,,False
