Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,13.0,10.0,5.0,True
3,5.0,9.0,15.0,True
4,4.0,8.0,6.0,True
5,2.0,1.0,8.0,True
6,7.0,2.0,14.0,True
7,14.0,3.0,13.0,True
8,1.0,7.0,8.0,True
9,7.0,6.0,13.0,True
10,7.0,8.0,14.0,True
11,4.0,1.0,6.0,True
12,13.0,6.0,14.0,True
13,1.0,6.0,2.0,True
