day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,89.9774721461462
2,10,4,40.0,79.13580407998836
3,10,4,40.0,95.2935776955515
4,10,4,40.0,180.99905709136488
5,11,1,9.090909090909092,213.15060107325482
6,11,8,72.72727272727273,33.36496485523731
7,11,8,72.72727272727273,71.88074619073447
8,11,6,54.54545454545454,35.968485571224356
9,11,4,36.36363636363637,13.8547919031991
10,11,0,0.0,0.0
11,11,2,18.181818181818183,35.595147845639666
12,11,3,27.27272727272727,32.66636407509289
13,11,3,27.27272727272727,95.68432096051896
14,11,4,36.36363636363637,162.16341850989215
15,11,3,27.27272727272727,31.121242488991996
