Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,14.0,13.0,10.0,True
3,8.0,5.0,7.0,True
4,11.0,14.0,13.0,True
5,7.0,1.0,11.0,True
6,7.0,4.0,9.0,True
7,1.0,2.0,8.0,True
8,4.0,11.0,8.0,True
9,8.0,11.0,7.0,True
10,7.0,3.0,2.0,True
11,2.0,3.0,4.0,True
12,1.0,2.0,8.0,True
13,1.0,4.0,2.0,True
