phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.13417886085096958,0.8559687156416089,طبيعي,High
future_forecast,2,10,0.15859247156897543,0.7747984218881195,طبيعي,Medium
future_forecast,3,11,0.2090287593581635,0.8126185726443957,طبيعي,Medium
future_forecast,4,12,0.14139820831522773,2.147222743549815,طبيعي,Medium
future_forecast,5,13,0.1057133021830573,1.3262335826864708,طبيعي,Medium
future_forecast,6,14,0.10177742605489143,1.4189866849605195,طبيعي,Low
future_forecast,7,15,0.13401217767095236,0.821198465454437,طبيعي,Low
future_forecast,8,1,0.07925067361747853,0.9990630829986333,طبيعي,Low
future_forecast,9,2,0.08977625546874943,0.8818178375973189,طبيعي,Low
future_forecast,10,3,0.10094473984887416,0.7177417283100456,طبيعي,Low
