phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.16659557882371637,0.7134326668022765,طبيعي,High
future_forecast,2,10,0.16078258311170276,0.9452000642874195,طبيعي,Medium
future_forecast,3,11,0.11957069438098508,0.6117165462896906,طبيعي,Medium
future_forecast,4,12,0.09808833222860792,0.581106091282503,طبيعي,Medium
future_forecast,5,13,0.136589060033508,1.2562666493450498,طبيعي,Medium
future_forecast,6,14,0.08718365641598609,0.6211715401569616,طبيعي,Low
future_forecast,7,15,0.09440877272235906,0.8737640437485031,طبيعي,Low
future_forecast,8,1,0.07095026323692434,0.652725311824438,طبيعي,Low
future_forecast,9,2,0.0794078073906182,0.9065211496218765,طبيعي,Low
future_forecast,10,3,0.07178362177556505,0.6893330227252105,طبيعي,Low
