day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,3,33.33333333333333,121.71131985975069
2,9,3,33.33333333333333,106.61775500567474
3,9,5,55.55555555555556,85.412323577048
4,9,5,55.55555555555556,136.1511933927589
5,10,3,30.0,117.67101633596138
6,10,1,10.0,297.3922062527782
7,10,6,60.0,163.1849204832442
8,10,3,30.0,294.45481612168925
9,10,3,30.0,204.09071488594225
10,10,1,10.0,781.2321520528066
11,10,5,50.0,80.31447405372491
12,10,0,0.0,0.0
13,10,1,10.0,17.613103398513587
14,10,1,10.0,174.65726596161377
15,10,3,30.0,239.12029688370862
