day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,94.4549682639138
2,10,6,60.0,61.16004953858002
3,10,3,30.0,90.70285509686194
4,10,4,40.0,202.81413405268714
5,11,5,45.45454545454545,110.85484711487466
6,11,5,45.45454545454545,139.74445686796884
7,11,7,63.63636363636363,70.5997968002528
8,11,4,36.36363636363637,64.39498941071624
9,11,5,45.45454545454545,73.59630457995274
10,11,2,18.181818181818183,85.47129724856339
11,11,6,54.54545454545454,59.124700772946476
12,11,6,54.54545454545454,34.92911010161173
13,11,3,27.27272727272727,79.19471465022711
14,11,3,27.27272727272727,24.914586728097646
15,11,3,27.27272727272727,25.510880956546035
