Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,9.0,7.0,10.0,True
3,15.0,1.0,8.0,True
4,1.0,3.0,14.0,True
5,9.0,13.0,12.0,True
6,5.0,3.0,15.0,True
7,1.0,2.0,10.0,True
8,7.0,10.0,12.0,True
9,6.0,5.0,7.0,True
10,10.0,8.0,15.0,True
11,7.0,3.0,6.0,True
12,3.0,14.0,4.0,True
13,4.0,2.0,1.0,True
