phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,12,0.04628595001880291,0.4462376105178598,طبيعي,High
future_forecast,2,13,0.08847702812734666,0.6871039085842015,طبيعي,Medium
future_forecast,3,14,0.061509569320912415,1.0348594293499924,طبيعي,Medium
future_forecast,4,15,0.28095612516545176,0.9449718983306319,طبيعي,Medium
future_forecast,5,1,0.20134872376690774,1.017559082838009,طبيعي,Medium
future_forecast,6,2,0.24407757820471127,1.001485074266062,طبيعي,Low
future_forecast,7,3,0.38337247470985597,0.5921613267106413,طبيعي,Low
future_forecast,8,4,0.33617550202563484,0.6984191792180354,طبيعي,Low
future_forecast,9,5,0.1167048914788415,0.7407298306464757,طبيعي,Low
future_forecast,10,6,0.1034725486202539,0.8870545447671692,طبيعي,Low
