day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,99.9577159979905
2,10,7,70.0,60.39178207768866
3,10,4,40.0,162.83809176515646
4,10,6,60.0,78.07248351989963
5,11,4,36.36363636363637,54.229320550072785
6,11,5,45.45454545454545,21.91631261921261
7,11,5,45.45454545454545,56.48389223868055
8,11,5,45.45454545454545,34.729590712359695
9,11,3,27.27272727272727,63.57748930352744
10,11,5,45.45454545454545,41.11415692287704
11,11,6,54.54545454545454,105.93934011854672
12,11,2,18.181818181818183,93.93954406406064
13,11,2,18.181818181818183,57.2643159179605
14,11,4,36.36363636363637,32.8886388528884
15,11,5,45.45454545454545,107.17063325776942
