Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,7.0,13.0,8.0,True
3,13.0,9.0,14.0,True
4,12.0,8.0,9.0,True
5,12.0,11.0,13.0,True
6,2.0,4.0,7.0,True
7,14.0,11.0,13.0,True
8,1.0,8.0,2.0,True
9,5.0,7.0,2.0,True
10,6.0,5.0,2.0,True
11,13.0,3.0,7.0,True
12,4.0,1.0,3.0,True
