day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,155.8147483940644
2,10,3,30.0,144.8157646811719
3,10,1,10.0,177.46378818271717
4,10,3,30.0,150.1185235613369
5,11,5,45.45454545454545,75.24734766872977
6,11,4,36.36363636363637,8.439699083236013
7,11,7,63.63636363636363,57.419007552864464
8,11,4,36.36363636363637,111.14113295391729
9,11,5,45.45454545454545,68.3948424867772
10,11,2,18.181818181818183,99.80287419077968
11,11,3,27.27272727272727,77.10296611448955
12,11,7,63.63636363636363,96.37724897026479
13,11,7,63.63636363636363,70.26891322875389
14,11,2,18.181818181818183,61.285239162450445
15,11,1,9.090909090909092,207.88978132581403
