phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.04788172695014537,1.3399173737818642,طبيعي,High
future_forecast,2,10,0.0746189755502039,1.4973692379922177,طبيعي,Medium
future_forecast,3,11,0.07659231479226351,1.6247202975456658,طبيعي,Medium
future_forecast,4,12,0.08957088803207719,1.1619720609720061,طبيعي,Medium
future_forecast,5,13,0.1019554921590088,0.9562341661537016,طبيعي,Medium
future_forecast,6,14,0.11777732524917002,0.747939637114672,طبيعي,Low
future_forecast,7,15,0.13449941017174394,0.6425130954443414,طبيعي,Low
future_forecast,8,1,0.13246207742626825,1.4226965541847862,طبيعي,Low
future_forecast,9,2,0.15600753152639726,1.1037227270647203,طبيعي,Low
future_forecast,10,3,0.16312272153245433,1.432239552660712,طبيعي,Low
