day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,2,20.0,141.37806201409012
2,10,5,50.0,47.50345303509182
3,10,7,70.0,78.59369734910885
4,10,4,40.0,53.58578923873241
5,11,3,27.27272727272727,86.77795193005392
6,11,5,45.45454545454545,111.57038262561
7,11,3,27.27272727272727,51.540730525120786
8,11,5,45.45454545454545,31.028856093066004
9,11,1,9.090909090909092,2.9426117961574016
10,11,1,9.090909090909092,40.712600293110235
11,11,3,27.27272727272727,18.446632998540657
12,11,0,0.0,0.0
13,11,3,27.27272727272727,69.03704419289625
14,11,5,45.45454545454545,71.39188172070907
15,11,2,18.181818181818183,190.88881441088031
