day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,3,33.33333333333333,80.25039744753963
2,9,4,44.44444444444444,188.1186393298987
3,9,3,33.33333333333333,263.13491698217837
4,9,3,33.33333333333333,106.45907550498674
5,10,3,30.0,148.96698801761147
6,10,4,40.0,182.85423723764035
7,10,3,30.0,136.58698800082658
8,10,1,10.0,2.1626348993402544
9,10,5,50.0,153.11735281855175
10,10,1,10.0,119.60593529554853
11,10,3,30.0,209.43109782969825
12,10,5,50.0,65.64236979859938
13,10,4,40.0,140.73591432704316
14,10,4,40.0,170.23469914284644
15,10,1,10.0,100.23160254015689
