DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,0.9544050153374972,0.811331185118365,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
2,11,0.8013428361622672,0.8170917413624883,1,7.6923076923076925,0,0.0,0,0.0
3,11,0.7190707288139158,0.6781744432804148,2,15.384615384615385,1,7.6923076923076925,0,0.0
4,11,1.523486202991987,1.2123910544095586,5,38.46153846153847,5,38.46153846153847,2,15.384615384615385
5,12,1.6129112625370883,1.1377729295969197,5,38.46153846153847,4,30.76923076923077,2,15.384615384615385
6,12,1.161054964292695,0.8847595292243933,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
7,11,0.959421242301742,0.6057728292216765,3,25.0,3,25.0,1,8.333333333333332
8,11,1.1146532802608144,0.864872062619211,3,25.0,3,25.0,2,16.666666666666664
9,11,0.9066063553087915,0.6234558725737934,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
10,11,0.7055632693463944,0.6777543861506277,1,8.333333333333332,0,0.0,0,0.0
11,11,0.879444591939722,0.6827299562292259,3,25.0,2,16.666666666666664,0,0.0
12,11,0.8405579755666991,0.7405727415617335,2,16.666666666666664,1,8.333333333333332,0,0.0
13,11,0.9109330662621626,0.8347241822989498,2,16.666666666666664,2,16.666666666666664,0,0.0
14,11,1.1173461402578793,0.6124551725881693,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
15,11,0.8517816156095297,0.7303489516111676,2,16.666666666666664,2,16.666666666666664,0,0.0
