day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,96.48962390759668
2,10,3,30.0,26.57898929432001
3,10,4,40.0,145.89705433023593
4,10,4,40.0,123.46698024472309
5,11,5,45.45454545454545,94.1874073616638
6,11,4,36.36363636363637,121.4820267951659
7,11,4,36.36363636363637,145.60337985951867
8,11,4,36.36363636363637,61.75388065119446
9,11,5,45.45454545454545,232.21617786431057
10,11,4,36.36363636363637,168.310528018451
11,11,3,27.27272727272727,204.95453965127948
12,11,3,27.27272727272727,54.4429700096312
13,11,4,36.36363636363637,50.24643884837286
14,11,1,9.090909090909092,49.847661050044614
15,11,1,9.090909090909092,85.16290561368571
