DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,0.9735725014708546,0.5995414457335811,2,15.384615384615385,1,7.6923076923076925,1,7.6923076923076925
2,11,0.7203624081086927,0.5791679656378814,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
3,11,1.043726526407504,0.5664192415753576,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
4,10,1.0975091673011552,0.7810706358880606,3,25.0,3,25.0,3,25.0
5,11,0.5057326988667773,0.3440177995574798,2,16.666666666666664,1,8.333333333333332,0,0.0
6,11,1.1580720314821233,0.42429107508994546,4,33.33333333333333,2,16.666666666666664,1,8.333333333333332
7,11,0.4021832816032298,0.32044400721639904,1,8.333333333333332,0,0.0,0,0.0
8,11,1.3388682727040402,0.212847856874826,4,33.33333333333333,4,33.33333333333333,4,33.33333333333333
9,11,0.6371115301066195,0.04825529376677602,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
10,11,1.231993661622168,0.548744473219175,5,41.66666666666667,5,41.66666666666667,4,33.33333333333333
11,11,0.4627289233031659,0.10310169855585094,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
12,11,1.735283810085931,0.16988881959527752,4,33.33333333333333,4,33.33333333333333,3,25.0
13,11,0.769865214773488,0.6673431012976374,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
14,11,1.3744821725151644,0.6313307251192454,3,25.0,3,25.0,3,25.0
15,11,1.1787387489692887,0.5983929441494413,4,33.33333333333333,3,25.0,2,16.666666666666664
