day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,13.620750671357506
2,10,3,30.0,37.309013790554395
3,10,4,40.0,564.6855252663233
4,10,4,40.0,157.07578491189545
5,11,4,36.36363636363637,42.56414269229873
6,11,6,54.54545454545454,172.31872968362242
7,11,3,27.27272727272727,164.06795544887052
8,11,4,36.36363636363637,75.53668700932047
9,11,5,45.45454545454545,34.6470565122851
10,11,2,18.181818181818183,22.38956668294094
11,11,2,18.181818181818183,24.034909811227934
12,11,3,27.27272727272727,185.5456473539467
13,11,3,27.27272727272727,182.09184804022746
14,11,3,27.27272727272727,237.63657139280573
15,11,2,18.181818181818183,135.31386396685798
