day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,26.6351944792808
2,10,4,40.0,23.975637455917383
3,10,4,40.0,33.72400677687061
4,10,4,40.0,20.770802365670477
5,11,4,36.36363636363637,65.68884980956227
6,11,4,36.36363636363637,62.93734113081959
7,11,3,27.27272727272727,40.6397839556375
8,11,5,45.45454545454545,31.9569876932738
9,11,7,63.63636363636363,24.42915139053012
10,11,4,36.36363636363637,107.64614383319213
11,11,7,63.63636363636363,59.09656534677354
12,11,4,36.36363636363637,129.83835965765914
13,11,5,45.45454545454545,50.531199827088706
14,11,5,45.45454545454545,65.91100577187777
15,11,7,63.63636363636363,59.911626496797645
