phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.02850061344774208,0.8327821728929549,طبيعي,High
future_forecast,2,10,0.06087163511721069,0.7805364087292429,طبيعي,Medium
future_forecast,3,11,0.034920716538975306,1.354134690326623,طبيعي,Medium
future_forecast,4,12,0.1380193224698327,0.9040466959398882,طبيعي,Medium
future_forecast,5,13,0.14660567806027633,1.3106639926932189,طبيعي,Medium
future_forecast,6,14,0.19854311982784797,0.9627713061503976,طبيعي,Low
future_forecast,7,15,0.28608476820672085,0.9333551412829167,طبيعي,Low
future_forecast,8,1,0.3793534748385252,1.0176737523009998,طبيعي,Low
future_forecast,9,2,0.34540579102799374,1.2408292628256883,طبيعي,Low
future_forecast,10,3,0.44843358277387474,1.1083301729417019,طبيعي,Low
