Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,9.0,6.0,8.0,True
3,7.0,5.0,6.0,True
4,14.0,1.0,6.0,True
5,8.0,3.0,5.0,True
6,15.0,1.0,7.0,True
7,12.0,7.0,13.0,True
8,14.0,12.0,15.0,True
9,2.0,11.0,4.0,True
10,1.0,12.0,15.0,True
11,13.0,2.0,1.0,True
12,13.0,1.0,11.0,True
13,1.0,2.0,3.0,True
