Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,9.0,6.0,10.0,True
3,15.0,1.0,14.0,True
4,13.0,2.0,4.0,True
5,1.0,2.0,4.0,True
6,14.0,13.0,15.0,True
7,1.0,2.0,10.0,True
8,7.0,4.0,6.0,True
9,9.0,7.0,8.0,True
10,1.0,2.0,11.0,True
11,2.0,13.0,6.0,True
12,11.0,14.0,3.0,True
13,5.0,1.0,6.0,True
