Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,10.0,11.0,13.0,True
3,8.0,6.0,5.0,True
4,3.0,2.0,10.0,True
5,8.0,7.0,10.0,True
6,13.0,7.0,15.0,True
7,13.0,4.0,2.0,True
8,8.0,6.0,13.0,True
9,7.0,10.0,14.0,True
10,10.0,9.0,11.0,True
11,4.0,6.0,2.0,True
12,2.0,14.0,9.0,True
