Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,10.0,5.0,True
3,13.0,15.0,12.0,True
4,4.0,6.0,11.0,True
5,4.0,6.0,2.0,True
6,1.0,14.0,2.0,True
7,3.0,14.0,6.0,True
8,14.0,9.0,2.0,True
9,1.0,4.0,6.0,True
10,13.0,12.0,8.0,True
11,2.0,1.0,9.0,True
12,6.0,9.0,8.0,True
13,4.0,8.0,1.0,True
