day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,40.80141997809392
2,10,7,70.0,26.397425482441836
3,10,6,60.0,36.63220979702453
4,10,5,50.0,22.125458695696576
5,11,2,18.181818181818183,27.921785588605395
6,11,2,18.181818181818183,101.53421982526785
7,11,5,45.45454545454545,54.16924703779445
8,11,8,72.72727272727273,37.68368272476724
9,11,5,45.45454545454545,72.91322059136996
10,11,2,18.181818181818183,285.15342060807393
11,11,3,27.27272727272727,27.306685178749373
12,11,3,27.27272727272727,22.153072307882784
13,11,6,54.54545454545454,72.75573955957886
14,11,7,63.63636363636363,84.23473941551234
15,11,2,18.181818181818183,41.89959480867101
