day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,62.730692321688515
2,10,3,30.0,80.57346327712362
3,10,6,60.0,90.31635399533151
4,10,5,50.0,48.86833143741027
5,11,5,45.45454545454545,31.58506396001662
6,11,3,27.27272727272727,52.607885228779224
7,11,3,27.27272727272727,32.080864926423544
8,11,3,27.27272727272727,110.65699215913683
9,11,5,45.45454545454545,28.097090766878132
10,11,3,27.27272727272727,41.688633343594226
11,11,2,18.181818181818183,86.18179212285682
12,11,3,27.27272727272727,73.22183557186719
13,11,7,63.63636363636363,68.93462588511548
14,11,4,36.36363636363637,34.23151858294964
15,11,4,36.36363636363637,19.553439310400464
