day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,70.05958480960615
2,10,5,50.0,75.47486457144731
3,10,6,60.0,25.576566655980006
4,10,2,20.0,165.09359086239948
5,11,4,36.36363636363637,55.76228639873689
6,11,3,27.27272727272727,42.51055345373205
7,11,2,18.181818181818183,50.399139594911816
8,11,4,36.36363636363637,28.54541308253791
9,11,5,45.45454545454545,90.1971887520809
10,11,6,54.54545454545454,72.42490316072464
11,11,7,63.63636363636363,31.18929995241578
12,11,6,54.54545454545454,30.827203732449476
13,11,6,54.54545454545454,65.17944107750247
14,11,4,36.36363636363637,61.05714781445519
15,11,4,36.36363636363637,46.307366319877445
