day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,139.14273085736968
2,10,5,50.0,113.31040996427885
3,10,4,40.0,444.25967515967557
4,10,2,20.0,334.7432751761086
5,11,3,27.27272727272727,491.4203811569668
6,11,2,18.181818181818183,553.7325470736918
7,11,1,9.090909090909092,571.948012656995
8,11,1,9.090909090909092,17.893698359847086
9,11,3,27.27272727272727,215.86054562450002
10,11,4,36.36363636363637,60.73663740369676
11,11,3,27.27272727272727,117.48475574634928
12,11,3,27.27272727272727,386.2734775039342
13,11,1,9.090909090909092,173.34566501581236
14,11,3,27.27272727272727,120.0268377079221
15,11,4,36.36363636363637,201.70084375862547
