day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,135.13281020850727
2,10,3,30.0,165.99824953326907
3,10,5,50.0,95.23074145021582
4,10,2,20.0,164.0004379671407
5,11,3,27.27272727272727,216.72706084311235
6,11,1,9.090909090909092,280.46589457924165
7,11,5,45.45454545454545,152.4785095290001
8,11,3,27.27272727272727,167.14165188084007
9,11,6,54.54545454545454,172.50096578758198
10,11,1,9.090909090909092,49.95634372436098
11,11,1,9.090909090909092,352.5501686841241
12,11,1,9.090909090909092,128.988283443729
13,11,4,36.36363636363637,84.47505032337658
14,11,7,63.63636363636363,210.43066521555758
15,11,6,54.54545454545454,213.33832017683338
