phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.14839366541623103,1.0826784826472955,طبيعي,High
future_forecast,2,10,0.14185206998784966,1.1901145788793424,طبيعي,Medium
future_forecast,3,11,0.16346419884869673,0.9541401688026278,طبيعي,Medium
future_forecast,4,12,0.16065371996702668,2.4925922011981174,طبيعي,Medium
future_forecast,5,13,0.15562867915611522,1.5015557084591387,طبيعي,Medium
future_forecast,6,14,0.1415228833529925,1.2163058406714047,طبيعي,Low
future_forecast,7,15,0.12340632963392999,0.5979097487036632,طبيعي,Low
future_forecast,8,1,0.13198245655190774,0.3029581067280364,طبيعي,Low
future_forecast,9,2,0.17749488860695223,0.9008767125503774,طبيعي,Low
future_forecast,10,3,0.15860413218558356,0.31055467312614987,طبيعي,Low
