day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,3,33.33333333333333,135.77201525284627
2,9,2,22.22222222222222,102.54896211416161
3,9,1,11.11111111111111,47.2318339100346
4,9,1,11.11111111111111,286.86340931274043
5,10,2,20.0,183.6416932936652
6,10,3,30.0,90.43968288168844
7,10,4,40.0,158.3766805805052
8,10,4,40.0,97.00677430126
9,10,3,30.0,842.5465459102351
10,10,2,20.0,527.3271531131734
11,10,2,20.0,14.693029510929811
12,10,5,50.0,342.8518584520504
13,10,3,30.0,153.3134096950259
14,10,4,40.0,71.58186396748894
15,10,3,30.0,183.21178660815835
