day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,35.046560941341866
2,10,1,10.0,22.03569339922753
3,10,4,40.0,98.07608886061604
4,10,4,40.0,45.933861690647994
5,11,1,9.090909090909092,53.85596262236314
6,11,3,27.27272727272727,103.63996800999804
7,11,4,36.36363636363637,274.4566427789017
8,11,3,27.27272727272727,154.93773623803983
9,11,6,54.54545454545454,147.90154183926424
10,11,4,36.36363636363637,83.93698592257131
11,11,3,27.27272727272727,26.35501090490165
12,11,1,9.090909090909092,7.103560066379688
13,11,4,36.36363636363637,84.1816220849169
14,11,1,9.090909090909092,8.80525003336774
15,11,2,18.181818181818183,133.6864511334726
