day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,8,80.0,59.290027491761094
2,10,3,30.0,79.7177838602076
3,10,5,50.0,215.56856681257085
4,10,4,40.0,83.26721516489803
5,11,6,54.54545454545454,64.299147652408
6,11,3,27.27272727272727,69.8113339809841
7,11,5,45.45454545454545,47.54184950094944
8,11,4,36.36363636363637,27.94384159990332
9,11,6,54.54545454545454,58.157563682691546
10,11,6,54.54545454545454,116.3899147376439
11,11,5,45.45454545454545,81.32965398930911
12,11,6,54.54545454545454,38.52169023078947
13,11,2,18.181818181818183,77.68088195384138
14,11,4,36.36363636363637,48.69048698672657
15,11,2,18.181818181818183,43.629250589176905
