day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,171.86196723137454
2,10,7,70.0,94.61281131318333
3,10,3,30.0,61.41705326181563
4,10,4,40.0,55.3108636870292
5,11,4,36.36363636363637,73.96218221820084
6,11,2,18.181818181818183,18.424432408636036
7,11,5,45.45454545454545,66.65028226914885
8,11,2,18.181818181818183,101.61306072154463
9,11,4,36.36363636363637,142.0475353087954
10,11,5,45.45454545454545,68.2072428633546
11,11,2,18.181818181818183,145.58447124272308
12,11,1,9.090909090909092,66.09304698541973
13,11,1,9.090909090909092,11.266204669991154
14,11,5,45.45454545454545,83.54792721250087
15,11,5,45.45454545454545,41.74099015996065
