day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,2,22.22222222222222,209.40433448932367
2,9,1,11.11111111111111,281.1984606926883
3,9,1,11.11111111111111,11.526236547147729
4,9,2,22.22222222222222,50.248672052791704
5,10,5,50.0,59.46565288451848
6,10,2,20.0,106.89023821510236
7,10,2,20.0,345.14347358398027
8,10,4,40.0,145.97359604264796
9,10,4,40.0,184.23457745631913
10,10,6,60.0,364.3864988642174
11,10,4,40.0,217.74650644771663
12,10,4,40.0,252.07425026328949
13,10,3,30.0,175.86962554750372
14,10,3,30.0,221.48223904312007
15,10,3,30.0,97.27325516333504
