Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,10.0,7.0,12.0,True
3,11.0,12.0,15.0,True
4,6.0,12.0,1.0,True
5,9.0,4.0,13.0,True
6,8.0,2.0,7.0,True
7,13.0,9.0,6.0,True
8,13.0,12.0,11.0,True
9,13.0,11.0,3.0,True
10,10.0,11.0,13.0,True
11,9.0,11.0,10.0,True
12,3.0,14.0,8.0,True
13,,,,False
