day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,36.840187276656984
2,10,5,50.0,53.497108937440146
3,10,5,50.0,134.1351935793044
4,10,3,30.0,180.8147228622944
5,11,0,0.0,0.0
6,11,5,45.45454545454545,57.503554193644995
7,11,6,54.54545454545454,25.660696159123074
8,11,4,36.36363636363637,41.93274936223326
9,11,6,54.54545454545454,27.145258351751753
10,11,2,18.181818181818183,133.70631261949774
11,11,4,36.36363636363637,126.27943740010895
12,11,3,27.27272727272727,95.4945623875056
13,11,5,45.45454545454545,75.36670654987252
14,11,4,36.36363636363637,58.602260710083485
15,11,2,18.181818181818183,64.90828728397459
