phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.09240607514403223,1.2538730823043667,طبيعي,High
future_forecast,2,10,0.06433190501207595,0.7308835863203033,طبيعي,Medium
future_forecast,3,11,0.08730415576922741,0.9129911856680615,طبيعي,Medium
future_forecast,4,12,0.05428319429766853,0.7162697270252263,طبيعي,Medium
future_forecast,5,13,0.05343571262614479,0.578512168276344,طبيعي,Medium
future_forecast,6,14,0.05451842530591042,0.7360474087938638,طبيعي,Low
future_forecast,7,15,0.06780160989077053,0.6117489014254546,طبيعي,Low
future_forecast,8,1,0.09278921883053146,1.5882572356085094,طبيعي,Low
future_forecast,9,2,0.10793945923397556,1.1930314711619527,طبيعي,Low
future_forecast,10,3,0.1123855496477637,0.8437383566876702,طبيعي,Low
