DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,9,1.643739261913679,0.7744867170758689,3,27.27272727272727,3,27.27272727272727,3,27.27272727272727
2,9,1.0858340011559582,0.9538989040005437,1,9.090909090909092,1,9.090909090909092,1,9.090909090909092
3,9,1.0583089567998951,1.2480987591917552,4,36.36363636363637,1,9.090909090909092,0,0.0
4,9,0.785329917215627,0.7400318625968484,1,9.090909090909092,0,0.0,0,0.0
5,10,0.9019000668151012,0.7681150247672279,3,27.27272727272727,1,9.090909090909092,1,9.090909090909092
6,10,1.0419477903328234,1.0154461259920944,5,45.45454545454545,3,27.27272727272727,1,9.090909090909092
7,10,1.497534752102848,0.48513702177837803,3,27.27272727272727,3,27.27272727272727,3,27.27272727272727
8,10,1.103472880788832,0.5508789042042646,2,18.181818181818183,1,9.090909090909092,1,9.090909090909092
9,10,0.9384629986011188,0.6165075720966372,3,27.27272727272727,2,18.181818181818183,2,18.181818181818183
10,10,0.8500520777333713,0.8276099267143946,2,18.181818181818183,1,9.090909090909092,0,0.0
11,10,0.9853261276884021,0.6207122173465012,3,27.27272727272727,1,9.090909090909092,1,9.090909090909092
12,10,1.3645611594303135,1.3228984476174126,6,54.54545454545454,3,27.27272727272727,2,18.181818181818183
13,10,0.8639730407627928,0.6381957056366862,3,27.27272727272727,2,18.181818181818183,1,9.090909090909092
14,10,1.0066000301398066,1.1660125744247631,3,27.27272727272727,2,18.181818181818183,0,0.0
15,10,1.4724324729379539,0.8671744366151406,4,36.36363636363637,3,27.27272727272727,2,18.181818181818183
