Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,5.0,8.0,11.0,True
3,9.0,3.0,8.0,True
4,4.0,6.0,10.0,True
5,9.0,8.0,12.0,True
6,7.0,3.0,11.0,True
7,14.0,6.0,15.0,True
8,1.0,2.0,3.0,True
9,9.0,13.0,10.0,True
10,5.0,10.0,14.0,True
11,10.0,3.0,13.0,True
12,14.0,15.0,2.0,True
13,3.0,2.0,1.0,True
