day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,2,22.22222222222222,111.98428251898721
2,9,1,11.11111111111111,185.47158026233603
3,9,5,55.55555555555556,78.30877517978129
4,9,3,33.33333333333333,150.83230173773504
5,10,4,40.0,245.51700039363422
6,10,4,40.0,71.13211887994537
7,10,3,30.0,86.25739947098204
8,10,4,40.0,133.67282463104965
9,10,6,60.0,144.90187221451157
10,10,6,60.0,115.76430176809892
11,10,3,30.0,61.03326561834982
12,10,3,30.0,88.61154526400013
13,10,3,30.0,62.847457463675916
14,10,4,40.0,90.13509237795607
15,10,1,10.0,48.31912878787878
