day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,3,1,33.33333333333333,105.98150075814505
2,3,1,33.33333333333333,72.24596763639353
3,3,1,33.33333333333333,16.857475294412815
4,3,1,33.33333333333333,5.422518867085446
5,4,1,25.0,120.71546163092957
6,4,2,50.0,70.67572250767482
7,4,1,25.0,217.96704671603698
8,4,2,50.0,15.028122616028472
9,4,1,25.0,6.877839256615159
10,4,1,25.0,46.26887838104439
11,4,1,25.0,12.735748985599926
12,4,0,0.0,0.0
13,4,1,25.0,45.03872108421119
14,4,2,50.0,55.574238689682105
15,4,2,50.0,35.95679384585915
