day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,64.43424850173207
2,10,3,30.0,196.7405696169549
3,10,5,50.0,117.88123088965827
4,10,3,30.0,225.31665757016754
5,11,6,54.54545454545454,347.9992962525073
6,11,4,36.36363636363637,370.1557643851246
7,11,8,72.72727272727273,109.07120345735524
8,11,2,18.181818181818183,283.33208855825563
9,11,3,27.27272727272727,143.15350786431455
10,11,4,36.36363636363637,39.250411554356866
11,11,3,27.27272727272727,53.979819412818394
12,11,2,18.181818181818183,24.876812199424336
13,11,4,36.36363636363637,54.451020460907195
14,11,6,54.54545454545454,131.54475213788444
15,11,3,27.27272727272727,178.68600544195547
