day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,69.93548917856616
2,10,4,40.0,51.723724379765656
3,10,4,40.0,42.68848510485652
4,10,5,50.0,87.28182238940988
5,11,2,18.181818181818183,84.40609571037238
6,11,3,27.27272727272727,119.35050541318003
7,11,6,54.54545454545454,53.51394761317962
8,11,4,36.36363636363637,18.6355615220638
9,11,3,27.27272727272727,101.81257284594228
10,11,2,18.181818181818183,35.46250198736551
11,11,3,27.27272727272727,232.377885207115
12,11,3,27.27272727272727,233.33067046744904
13,11,2,18.181818181818183,9.787304732942237
14,11,3,27.27272727272727,156.00966948751002
15,11,1,9.090909090909092,103.57127330806817
