day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,18.280310220072444
2,10,3,30.0,20.59644181185821
3,10,4,40.0,96.54804294420032
4,10,3,30.0,60.68545857007433
5,11,1,9.090909090909092,11.806237839745126
6,11,4,36.36363636363637,33.87199448821042
7,11,2,18.181818181818183,182.7128718939484
8,11,3,27.27272727272727,54.25617902643705
9,11,4,36.36363636363637,46.20745978945151
10,11,5,45.45454545454545,59.431664085591024
11,11,6,54.54545454545454,36.604039806060904
12,11,8,72.72727272727273,62.89359986300063
13,11,5,45.45454545454545,85.3791258643796
14,11,3,27.27272727272727,7.736772957272805
15,11,4,36.36363636363637,6.983397147538556
