day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,419.92436445129204
2,10,4,40.0,224.6282195428414
3,10,2,20.0,116.37585433253777
4,10,3,30.0,102.18313018425242
5,11,0,0.0,0.0
6,11,3,27.27272727272727,206.94503761113694
7,11,2,18.181818181818183,26.1334420368712
8,11,5,45.45454545454545,507.6532718653925
9,11,4,36.36363636363637,136.86451135883974
10,11,3,27.27272727272727,399.57093672700904
11,11,2,18.181818181818183,457.67320425573644
12,11,4,36.36363636363637,232.3339089572518
13,11,4,36.36363636363637,62.22782384819236
14,11,2,18.181818181818183,26.910372596912936
15,11,4,36.36363636363637,246.29048341838126
