DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.367899408037855,0.7960599713354238,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
2,11,1.188993992709235,0.5487153270654546,3,23.076923076923077,3,23.076923076923077,1,7.6923076923076925
3,11,0.7878144957002451,0.7541752507718447,2,15.384615384615385,1,7.6923076923076925,0,0.0
4,11,0.9542769622170417,0.6933196690784591,2,15.384615384615385,1,7.6923076923076925,1,7.6923076923076925
5,12,1.2768225598223257,0.7180797058155654,3,23.076923076923077,3,23.076923076923077,2,15.384615384615385
6,12,1.0061487288243565,0.8806815205515401,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
7,12,1.0772089863818837,0.9340075490812823,4,30.76923076923077,1,7.6923076923076925,1,7.6923076923076925
8,11,1.542717404467784,0.68765224510967,4,33.33333333333333,4,33.33333333333333,3,25.0
9,11,0.7037387561907518,0.6946442836033839,2,16.666666666666664,0,0.0,0,0.0
10,11,0.8880559882245024,0.9813941493209173,2,16.666666666666664,1,8.333333333333332,0,0.0
11,11,0.9092135747219738,0.7680594614941111,3,25.0,2,16.666666666666664,0,0.0
12,11,1.0283710069998997,0.7513930805586965,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
13,11,1.5712946107463275,0.9867757446923826,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
14,11,0.8399378647494669,0.5406291795080538,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
15,11,0.8935341404404344,0.7021038694245784,3,25.0,2,16.666666666666664,1,8.333333333333332
