day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,4,44.44444444444444,296.87981064615815
2,9,4,44.44444444444444,105.38842352695342
3,9,3,33.33333333333333,215.16137336851355
4,9,3,33.33333333333333,320.40011876329885
5,10,3,30.0,251.0204615013176
6,10,3,30.0,194.52815544821658
7,10,4,40.0,255.28310688816316
8,10,3,30.0,102.99238856719353
9,10,2,20.0,292.5612751203701
10,10,4,40.0,233.01168421674663
11,10,2,20.0,90.3094391770932
12,10,1,10.0,38.216250206566784
13,10,2,20.0,73.40672454709414
14,10,3,30.0,123.5459271712104
15,10,4,40.0,101.58577235231186
