phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.3526014129342715,0.6718411273914208,طبيعي,High
future_forecast,2,10,0.6605371254039407,0.6501638744405756,مرتفع,Medium
future_forecast,3,11,0.6955700713871522,0.8599676774924045,مرتفع,Medium
future_forecast,4,12,0.5472676315264023,1.1800241639747988,مرتفع,Medium
future_forecast,5,13,0.702287073308606,1.6312970444948052,مرتفع,Medium
future_forecast,6,14,0.734461070596276,0.954904018884264,مرتفع,Low
future_forecast,7,15,0.6446126914810715,0.8537139121849563,مرتفع,Low
future_forecast,8,1,0.7067326370006286,1.2502109766011584,مرتفع,Low
future_forecast,9,2,0.5588379354760706,1.4342060418059737,مرتفع,Low
future_forecast,10,3,0.6398538083368375,1.2080355235807423,مرتفع,Low
