DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,0.804536475849236,0.5755920468430815,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
2,10,1.4260588959604115,0.85770682434199,4,33.33333333333333,2,16.666666666666664,2,16.666666666666664
3,10,0.9516603691451889,0.7596984218924597,3,25.0,2,16.666666666666664,2,16.666666666666664
4,10,1.1345568611385484,0.5170487987196414,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
5,11,1.3847513097295643,0.783282459970467,4,33.33333333333333,3,25.0,1,8.333333333333332
6,11,0.8232082315775895,0.673769617904164,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
7,11,1.6771888219010456,0.8110244682157222,3,25.0,3,25.0,2,16.666666666666664
8,11,1.0102266735395011,0.7862682820174446,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
9,11,1.042361281323019,0.9538784932970582,3,25.0,2,16.666666666666664,0,0.0
10,11,0.8474585531859617,0.639855448829066,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
11,11,0.9935273458720567,0.6865092542426202,3,25.0,2,16.666666666666664,1,8.333333333333332
12,11,1.0431246449552203,0.7625145357049861,4,33.33333333333333,3,25.0,2,16.666666666666664
13,11,1.2384550533390346,1.0070649998043353,4,33.33333333333333,3,25.0,2,16.666666666666664
14,11,1.2689391930598801,0.6548231255568341,3,25.0,2,16.666666666666664,2,16.666666666666664
15,11,1.10742791156387,0.9590659527723622,3,25.0,3,25.0,2,16.666666666666664
