day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,2,20.0,123.27739293938929
2,10,4,40.0,56.82532617900355
3,10,5,50.0,165.09111539187057
4,10,4,40.0,211.42181188216497
5,11,3,27.27272727272727,34.48699545822398
6,11,4,36.36363636363637,47.84798892213337
7,11,2,18.181818181818183,166.39590966856045
8,11,6,54.54545454545454,62.065206024241036
9,11,6,54.54545454545454,70.51059279697945
10,11,4,36.36363636363637,80.04579402269206
11,11,4,36.36363636363637,52.584912395892836
12,11,5,45.45454545454545,241.0624427087313
13,11,5,45.45454545454545,130.18785516640443
14,11,5,45.45454545454545,84.69719849960333
15,11,0,0.0,0.0
