day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,122.33729205101051
2,10,5,50.0,55.24196701349841
3,10,4,40.0,57.39859851308063
4,10,3,30.0,33.529810829594794
5,11,4,36.36363636363637,88.96888716707711
6,11,2,18.181818181818183,42.87529374647882
7,11,4,36.36363636363637,76.00300071674165
8,11,5,45.45454545454545,55.99311292524196
9,11,3,27.27272727272727,112.62214166180179
10,11,5,45.45454545454545,54.908690019950974
11,11,2,18.181818181818183,157.99759892420644
12,11,2,18.181818181818183,292.36422273120286
13,11,3,27.27272727272727,254.32932894545868
14,11,6,54.54545454545454,88.98225707472659
15,11,3,27.27272727272727,58.32562053479928
