day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,252.77314648047016
2,10,6,60.0,192.90970102404424
3,10,2,20.0,36.9029372074245
4,10,4,40.0,93.27510652359913
5,11,5,45.45454545454545,344.727239636716
6,11,2,18.181818181818183,43.77131299504819
7,11,4,36.36363636363637,101.17461285275154
8,11,2,18.181818181818183,57.70407410236476
9,11,2,18.181818181818183,36.386803512732854
10,11,2,18.181818181818183,80.19931935785806
11,11,2,18.181818181818183,70.19816579437071
12,11,3,27.27272727272727,241.80105877939295
13,11,2,18.181818181818183,160.69712313736923
14,11,3,27.27272727272727,63.00484029728201
15,11,3,27.27272727272727,575.526887651082
