Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,14.0,5.0,15.0,True
3,13.0,8.0,1.0,True
4,15.0,5.0,9.0,True
5,11.0,7.0,1.0,True
6,2.0,4.0,3.0,True
7,9.0,7.0,12.0,True
8,1.0,14.0,7.0,True
9,8.0,14.0,2.0,True
10,2.0,3.0,7.0,True
11,8.0,4.0,13.0,True
12,14.0,5.0,6.0,True
13,4.0,3.0,1.0,True
