day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,25.616586154700475
2,10,5,50.0,82.27840071401715
3,10,2,20.0,90.92464279152239
4,10,2,20.0,6.692830561012064
5,11,3,27.27272727272727,73.58882760654905
6,11,3,27.27272727272727,29.416250479014106
7,11,6,54.54545454545454,47.15368696995507
8,11,2,18.181818181818183,101.78860631195028
9,11,3,27.27272727272727,106.98594822948621
10,11,4,36.36363636363637,183.20578485527685
11,11,7,63.63636363636363,58.25026792697376
12,11,4,36.36363636363637,50.59126552466188
13,11,4,36.36363636363637,158.06884419831655
14,11,3,27.27272727272727,434.94914233437777
15,11,4,36.36363636363637,158.62689575770335
