day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,5,55.55555555555556,118.55514174044478
2,9,3,33.33333333333333,49.35451457490844
3,9,2,22.22222222222222,13.198782961190059
4,9,2,22.22222222222222,5.171071184444331
5,10,4,40.0,56.77049685180178
6,10,4,40.0,95.71870845401158
7,10,4,40.0,26.277310494446
8,10,2,20.0,25.703278000428
9,10,2,20.0,39.36534438158653
10,10,3,30.0,199.5910314367005
11,10,4,40.0,63.82541126973489
12,10,3,30.0,22.49484277000808
13,10,1,10.0,376.129323139208
14,10,4,40.0,272.61456254661095
15,10,3,30.0,60.941778724828474
