day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,230.7027255687371
2,10,3,30.0,83.44764446085419
3,10,2,20.0,36.50803082123254
4,10,4,40.0,77.23156107416423
5,11,3,27.27272727272727,136.89337124378815
6,11,3,27.27272727272727,47.70884382682891
7,11,4,36.36363636363637,309.73442007598396
8,11,6,54.54545454545454,110.21419147908678
9,11,7,63.63636363636363,130.3299143048381
10,11,5,45.45454545454545,187.88484791079514
11,11,5,45.45454545454545,186.10563075980608
12,11,6,54.54545454545454,74.89051673110963
13,11,5,45.45454545454545,204.08089505110294
14,11,3,27.27272727272727,88.66533515243627
15,11,3,27.27272727272727,40.26798818429353
