day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,3,33.33333333333333,333.6761940151477
2,9,3,33.33333333333333,314.7659305480408
3,9,2,22.22222222222222,50.14179901279226
4,9,2,22.22222222222222,217.6494490790532
5,10,5,50.0,320.31339868605625
6,10,5,50.0,486.45475638817936
7,10,2,20.0,237.25182624853562
8,10,1,10.0,287.2096413645641
9,10,1,10.0,23.481781376518217
10,10,3,30.0,104.41952319664823
11,10,2,20.0,51.824604291366725
12,10,3,30.0,123.68140825332785
13,10,3,30.0,260.343938026421
14,10,1,10.0,10.278194236215231
15,10,3,30.0,166.8951347110108
