Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,9.0,7.0,14.0,True
3,3.0,8.0,11.0,True
4,7.0,8.0,3.0,True
5,5.0,8.0,14.0,True
6,13.0,3.0,6.0,True
7,15.0,6.0,14.0,True
8,4.0,9.0,3.0,True
9,9.0,12.0,13.0,True
10,10.0,7.0,1.0,True
11,4.0,3.0,14.0,True
12,2.0,15.0,3.0,True
13,2.0,3.0,1.0,True
